	12500	12500	
(17, 30, 20, 21)	2	8	6	
(17, 18, 30, 4)	25	33	8	
(21, 11, 30, 8)	1	0	-1	
(25, 21, 1)	1	1	0	
(1, 30, 6, 17)	1	0	-1	
(30, 24, 28, 30)	1	2	1	
(17, 30, 0, 22)	16	31	15	
(22, 30, 22, 15)	0	1	1	
(30, 11, 11, 3)	6	0	-6	
(12, 30, 6, 4)	2	1	-1	
(30, 21, 8, 4)	0	1	1	
(17, 7, 17, 7)	1	0	-1	
(17, 21, 30, 3)	42	35	-7	
(4, 30, 15, 30)	67	29	-38	
(12, 13, 17, 25)	0	1	1	
(30, 21, 4, 17)	13	8	-5	
(0, 30, 0, 19)	2	10	8	
(3, 4, 30, 4)	12	7	-5	
(24, 30, 24, 30)	27	29	2	
(19, 30, 3)	621	573	-48	
(10, 2, 30, 3)	1	0	-1	
(11, 30, 24)	8	7	-1	
(30, 12, 21, 2)	2	0	-2	
(1, 14, 30)	3	0	-3	
(30, 2, 30, 4)	370	283	-87	
(30, 20, 17, 21)	1	1	0	
(17, 30, 9, 0)	1	0	-1	
(21, 17, 18, 30)	1	6	5	
(22, 4, 22, 21)	2	0	-2	
(3, 17, 21)	3	6	3	
(3, 11, 30, 27)	0	1	1	
(23, 18, 0, 30)	0	1	1	
(27, 27, 30, 13)	1	1	0	
(30, 17, 7, 0)	1	1	0	
(8, 27, 30, 27)	1	0	-1	
(27, 30, 6, 27)	1	1	0	
(17, 30, 22, 22)	14	21	7	
(18, 25, 25, 30)	1	1	0	
(2, 30, 0)	308	793	485	
(4, 30, 25, 30)	264	255	-9	
(30, 11, 15)	1	0	-1	
(12, 30, 4, 7)	1	0	-1	
(2, 21, 1, 30)	1	0	-1	
(24, 30, 10, 30)	13	17	4	
(16, 30, 16, 22)	2	1	-1	
(4, 2, 30, 7)	0	1	1	
(30, 7, 23, 16)	1	0	-1	
(0, 30, 14, 30)	12	25	13	
(21, 17, 4, 30)	0	5	5	
(18, 18, 7, 4)	1	1	0	
(5, 12, 14)	1	0	-1	
(19, 30, 18, 0)	6	15	9	
(17, 30, 11, 3)	11	9	-2	
(18, 25, 30, 9)	0	1	1	
(30, 25, 21, 10)	0	2	2	
(18, 1, 30, 7)	2	2	0	
(17, 30, 7, 30)	582	713	131	
(7, 30, 17, 4)	2	2	0	
(21, 14)	114	149	35	
(13, 21, 0)	1	1	0	
(15, 21, 30, 27)	1	0	-1	
(18, 1, 30, 23)	2	1	-1	
(18, 30, 0, 27)	0	1	1	
(18, 0, 11, 3)	0	1	1	
(24, 30, 17, 13)	0	1	1	
(30, 4, 30, 21)	2616	2585	-31	
(21, 8, 7)	1	0	-1	
(17, 18, 18, 30)	1	2	1	
(4, 7, 30, 1)	1	0	-1	
(30, 3, 21)	3545	3524	-21	
(7, 11, 30, 5)	1	0	-1	
(25, 21, 8)	0	1	1	
(22, 30, 18, 9)	0	2	2	
(27, 17, 30, 18)	1	3	2	
(12, 30, 10, 10)	1	0	-1	
(4, 12, 30, 2)	4	3	-1	
(4, 30, 3, 4)	5	2	-3	
(21, 22, 30, 27)	1	0	-1	
(8, 30, 23, 21)	1	0	-1	
(30, 17, 2, 12)	0	1	1	
(21, 18, 3, 30)	1	1	0	
(17, 30, 25, 19)	2	0	-2	
(18, 0, 14, 22)	0	1	1	
(17, 7, 17)	4	5	1	
(9, 30, 16, 23)	1	0	-1	
(30, 12, 17, 28)	1	0	-1	
(1, 30, 11, 27)	0	1	1	
(10, 17, 25)	1	1	0	
(17, 30, 21, 30)	5611	5675	64	
(18, 18, 13, 30)	2	1	-1	
(25, 17, 30, 17)	52	69	17	
(3, 17, 12)	10	6	-4	
(14, 30, 18, 13)	1	2	1	
(22, 30, 21, 22)	4	2	-2	
(27, 7, 22)	0	1	1	
(30, 7, 30, 7)	212	242	30	
(12, 30, 1, 17)	2	1	-1	
(17, 3, 30, 3)	12	16	4	
(26, 8, 30)	3	2	-1	
(3, 30, 6, 4)	1	1	0	
(30, 16, 30, 2)	0	3	3	
(19, 12, 30, 18)	0	1	1	
(27, 23)	1	1	0	
(22, 30, 0, 21)	16	11	-5	
(2, 30, 23)	18	11	-7	
(30, 8, 30, 24)	6	2	-4	
(18, 30, 22, 21)	4	5	1	
(3, 17, 0, 22)	1	3	2	
(18, 7, 0, 30)	0	1	1	
(9, 1, 21)	1	0	-1	
(15, 21, 15)	1	0	-1	
(13, 21, 12, 17)	0	1	1	
(30, 21, 18, 3)	1	2	1	
(4, 30, 1, 5)	3	0	-3	
(27, 21, 30, 17)	13	27	14	
(19, 30, 2, 21)	4	5	1	
(0, 6, 30, 26)	0	1	1	
(17, 30, 27, 30)	208	251	43	
(18, 18, 3, 30)	0	1	1	
(24, 30, 18, 7)	1	4	3	
(12, 1, 21)	53	13	-40	
(17, 7, 6, 12)	1	0	-1	
(1, 30, 1, 1)	9	0	-9	
(0, 5, 21, 25)	0	1	1	
(18, 11, 27, 30)	2	2	0	
(30, 14, 23, 16)	0	2	2	
(3, 0, 3, 30)	0	5	5	
(17, 17, 1, 4)	1	0	-1	
(25, 3, 30, 28)	1	1	0	
(30, 12, 6, 5)	1	0	-1	
(5, 30, 3, 30)	506	427	-79	
(30, 3, 30)	36297	33320	-2977	
(19, 30, 19, 19)	1	1	0	
(3, 21, 12, 30)	57	37	-20	
(17, 30, 8, 18)	0	1	1	
(17, 5, 30, 24)	1	0	-1	
(30, 7, 1, 2)	1	0	-1	
(30, 8, 4)	209	101	-108	
(4, 30, 7, 10)	1	2	1	
(21, 4, 21, 17)	0	1	1	
(30, 12, 1, 17)	1	0	-1	
(19, 30, 0, 22)	1	4	3	
(30, 21, 12, 21)	19	13	-6	
(22, 22, 10, 30)	1	0	-1	
(4, 17, 30, 27)	1	5	4	
(8, 17, 30, 6)	1	3	2	
(16, 4, 16)	6	1	-5	
(30, 4, 17, 24)	1	4	3	
(22, 16, 30)	5	2	-3	
(30, 16, 27, 30)	1	0	-1	
(0, 14, 30)	2	9	7	
(27, 3, 30, 28)	0	1	1	
(30, 13, 13, 21)	1	0	-1	
(3, 17, 3)	0	3	3	
(30, 3, 4, 21)	7	5	-2	
(0, 4, 17, 30)	19	33	14	
(8, 23, 30)	2	3	1	
(21, 4, 30, 13)	1	0	-1	
(7, 3, 21)	27	35	8	
(30, 13, 25, 0)	1	0	-1	
(21, 0, 6)	4	1	-3	
(12, 30, 14, 17)	1	0	-1	
(23, 30, 26, 30)	11	3	-8	
(0, 6, 3, 30)	1	4	3	
(9, 30, 17, 24)	0	1	1	
(12, 30, 24, 12)	0	1	1	
(17, 6, 30, 4)	0	2	2	
(30, 6, 3, 26)	3	3	0	
(19, 30, 17, 30)	564	597	33	
(6, 3, 17, 30)	4	4	0	
(4, 30, 17, 18)	8	14	6	
(5, 30, 9, 4)	1	0	-1	
(0, 24, 30)	26	54	28	
(13, 17, 30, 8)	0	1	1	
(30, 21, 30, 1)	1143	339	-804	
(30, 13, 30, 15)	5	5	0	
(1, 3, 27, 18)	0	1	1	
(17, 7, 23, 21)	1	0	-1	
(3, 0, 30, 2)	0	3	3	
(25, 18)	34	38	4	
(0, 14, 4, 0)	0	1	1	
(30, 18, 0, 19)	1	4	3	
(4, 12, 7, 30)	4	2	-2	
(17, 30, 19, 7)	1	3	2	
(2, 21, 20)	0	1	1	
(12, 30, 23, 3)	0	1	1	
(17, 17, 17, 17)	5	0	-5	
(10, 11, 30)	2	0	-2	
(25, 30, 21, 18)	5	6	1	
(13, 21, 18)	0	2	2	
(0, 8, 30, 0)	0	1	1	
(1, 3, 0)	3	0	-3	
(19, 30, 3, 30)	418	383	-35	
(21, 8, 21)	1	0	-1	
(30, 3, 7)	22	22	0	
(13, 30, 0, 3)	1	2	1	
(1, 21, 21, 30)	18	5	-13	
(14, 23, 21)	1	0	-1	
(3, 7, 21, 30)	2	0	-2	
(4, 7, 30)	22	18	-4	
(13, 13, 30, 27)	1	0	-1	
(17, 7, 7)	3	3	0	
(2, 4, 30, 0)	0	1	1	
(5, 30, 0, 23)	1	0	-1	
(22, 30, 1, 1)	1	0	-1	
(20, 30, 25)	14	12	-2	
(12, 30, 21, 0)	40	22	-18	
(12, 30, 0)	529	566	37	
(18, 5, 30, 1)	1	0	-1	
(17, 20)	46	21	-25	
(25, 30, 23, 17)	1	1	0	
(30, 0, 5, 30)	32	36	4	
(7, 3, 12)	0	1	1	
(30, 13, 21, 2)	2	0	-2	
(0, 8, 18)	0	1	1	
(21, 0, 15)	1	2	1	
(4, 30, 6, 21)	2	2	0	
(1, 21, 7, 30)	1	0	-1	
(4, 27, 30, 3)	3	1	-2	
(23, 30, 18, 1)	2	1	-1	
(4, 21, 21, 7)	0	1	1	
(24, 30, 19, 19)	1	0	-1	
(6, 17, 0)	0	1	1	
(1, 3, 12, 21)	1	0	-1	
(4, 30, 21, 12)	55	31	-24	
(0, 24, 21)	3	1	-2	
(4, 0, 30, 0)	4	15	11	
(11, 30, 17, 27)	0	1	1	
(0, 22, 30, 15)	0	1	1	
(5, 30, 19)	86	64	-22	
(30, 17, 8, 17)	0	1	1	
(30, 9, 19, 30)	7	4	-3	
(3, 0, 2, 4)	1	0	-1	
(14, 17, 30, 21)	1	0	-1	
(17, 20, 30, 2)	2	0	-2	
(21, 21, 30, 14)	2	5	3	
(22, 30, 3, 2)	0	1	1	
(14, 0, 3)	3	21	18	
(2, 21, 13)	0	1	1	
(25, 22, 21, 30)	1	0	-1	
(6, 3, 30, 7)	0	1	1	
(18, 25, 30, 20)	0	1	1	
(17, 15, 30, 1)	1	1	0	
(7, 30, 2)	80	115	35	
(18, 18, 18, 0)	1	2	1	
(3, 18, 30, 4)	3	9	6	
(7, 2, 19, 21)	0	1	1	
(6, 4, 30, 0)	1	1	0	
(18, 18, 11)	8	1	-7	
(30, 4, 30, 10)	186	159	-27	
(13, 30, 4, 1)	1	0	-1	
(30, 2, 7, 30)	2	1	-1	
(5, 30, 15, 1)	1	0	-1	
(13, 21, 30)	159	142	-17	
(1, 4, 12, 30)	4	0	-4	
(19, 15, 30, 15)	0	1	1	
(23, 17, 30, 10)	0	1	1	
(24, 21, 30, 19)	2	3	1	
(14, 26)	0	2	2	
(4, 7, 7)	1	0	-1	
(0, 2, 30, 4)	32	34	2	
(30, 17, 14, 30)	1	3	2	
(18, 30, 7, 30)	122	158	36	
(17, 17, 4, 21)	1	0	-1	
(12, 3, 30, 6)	0	4	4	
(11, 12, 21)	0	1	1	
(30, 0, 27, 21)	4	3	-1	
(18, 1, 4, 21)	3	0	-3	
(27, 10)	0	1	1	
(19, 30, 4, 7)	1	0	-1	
(17, 30, 25, 8)	1	0	-1	
(30, 14, 22)	2	3	1	
(20, 30, 16)	1	1	0	
(30, 3, 12, 17)	8	4	-4	
(30, 4, 21, 17)	24	28	4	
(12, 30, 25, 2)	0	1	1	
(12, 30, 11)	71	95	24	
(1, 30, 11, 4)	1	0	-1	
(3, 22, 11)	0	1	1	
(4, 30, 22, 0)	2	2	0	
(11, 27, 3)	1	2	1	
(30, 7, 2, 21)	2	0	-2	
(21, 7, 30, 25)	2	13	11	
(13, 3, 30, 27)	0	1	1	
(2, 25)	8	7	-1	
(30, 0, 22, 0)	4	7	3	
(0, 5, 30, 25)	0	1	1	
(17, 30, 18, 19)	2	0	-2	
(22, 26, 30, 25)	0	1	1	
(0, 21, 12, 18)	0	1	1	
(30, 5, 30, 28)	12	22	10	
(24, 30, 19, 21)	0	3	3	
(30, 17, 24, 30)	12	23	11	
(18, 8, 8, 30)	1	1	0	
(18, 30, 21, 30)	1221	1564	343	
(1, 30, 12, 19)	1	0	-1	
(7, 10, 30, 12)	2	0	-2	
(17, 3, 21, 30)	11	7	-4	
(19, 19, 30, 18)	1	1	0	
(4, 21, 30, 9)	2	7	5	
(7, 25, 30, 13)	0	1	1	
(7, 3, 30, 4)	7	9	2	
(0, 3, 30, 22)	6	8	2	
(4, 13, 30, 3)	1	0	-1	
(21, 17, 0, 21)	0	1	1	
(6, 12)	5	8	3	
(14, 30, 0, 6)	0	1	1	
(30, 3, 14, 18)	0	1	1	
(30, 8, 17, 25)	1	0	-1	
(15, 30, 18)	30	37	7	
(7, 30, 11)	33	50	17	
(17, 4, 30)	149	113	-36	
(25, 30, 25, 25)	2	0	-2	
(7, 30, 21, 27)	1	0	-1	
(30, 22, 17, 18)	2	0	-2	
(1, 3, 30)	718	64	-654	
(14, 7, 30, 7)	0	1	1	
(1, 3, 30, 3)	53	4	-49	
(0, 0, 22)	1	0	-1	
(8, 7, 30)	19	15	-4	
(13, 30, 8, 7)	1	0	-1	
(17, 2, 30, 2)	5	4	-1	
(2, 30, 22, 30)	38	65	27	
(21, 27, 30, 22)	2	3	1	
(5, 30, 3, 3)	1	0	-1	
(6, 17, 30, 9)	0	1	1	
(22, 30, 2, 17)	0	1	1	
(28, 30, 7, 28)	0	2	2	
(10, 17, 30, 12)	3	0	-3	
(13, 21, 30, 10)	1	4	3	
(4, 30, 17, 25)	6	1	-5	
(30, 17, 30, 3)	3762	3262	-500	
(25, 18, 17)	1	0	-1	
(4, 30, 19, 28)	0	1	1	
(30, 9, 30, 25)	13	33	20	
(4, 7, 12)	1	0	-1	
(14, 4, 4, 30)	1	0	-1	
(24, 30, 4, 24)	2	3	1	
(15, 18, 30, 17)	0	1	1	
(11, 12, 30)	1	5	4	
(30, 18, 10, 18)	2	0	-2	
(13, 30, 17, 7)	0	1	1	
(30, 26, 30, 0)	25	39	14	
(23, 30, 17, 17)	4	0	-4	
(30, 14, 13)	3	2	-1	
(7, 21, 30, 16)	1	0	-1	
(20, 30, 11)	0	2	2	
(13, 30, 5, 18)	1	0	-1	
(12, 30, 18)	239	249	10	
(3, 3, 30, 7)	0	1	1	
(17, 21, 23)	0	1	1	
(30, 5, 17, 24)	0	1	1	
(0, 10, 17, 30)	1	0	-1	
(0, 8, 0)	0	3	3	
(30, 17, 27, 22)	1	0	-1	
(21, 7, 26)	1	0	-1	
(30, 18, 8, 3)	0	1	1	
(21, 30, 18, 5)	2	0	-2	
(12, 13, 30, 4)	4	0	-4	
(30, 4, 12, 12)	1	0	-1	
(30, 26, 21, 26)	0	1	1	
(19, 18, 7, 30)	1	1	0	
(3, 15, 30)	10	3	-7	
(18, 30, 6, 5)	2	5	3	
(0, 3, 25, 30)	0	3	3	
(13, 30, 10, 4)	1	0	-1	
(1, 25, 17, 30)	0	1	1	
(4, 0, 19)	2	4	2	
(5, 28, 30)	1	3	2	
(5, 30, 5, 6)	1	0	-1	
(25, 2, 30, 21)	1	0	-1	
(12, 10, 30, 3)	0	3	3	
(0, 22, 4, 30)	0	1	1	
(19, 7, 12, 30)	0	1	1	
(12, 30, 24, 17)	1	0	-1	
(12, 17, 12)	0	3	3	
(14, 18, 19)	0	1	1	
(4, 30, 17, 13)	2	1	-1	
(17, 13, 30, 9)	0	1	1	
(21, 21, 25)	2	5	3	
(0, 2)	665	817	152	
(30, 6, 23)	1	0	-1	
(23, 4, 16, 4)	0	1	1	
(30, 4, 3, 3)	0	1	1	
(23, 30, 23, 16)	0	1	1	
(7, 11, 4)	2	1	-1	
(30, 19, 5)	2	1	-1	
(15, 30, 11)	12	12	0	
(20, 30, 9, 30)	0	1	1	
(30, 17, 25, 21)	1	5	4	
(7, 30, 16)	8	9	1	
(27, 2, 30, 21)	2	1	-1	
(17, 28, 19, 30)	0	1	1	
(30, 3, 26, 30)	65	92	27	
(13, 30, 12, 13)	0	1	1	
(23, 25, 30, 21)	1	0	-1	
(22, 17, 17, 30)	1	1	0	
(13, 30, 0, 30)	17	23	6	
(4, 4, 30, 14)	2	2	0	
(21, 14, 30, 15)	2	0	-2	
(24, 17, 18)	0	1	1	
(28, 4, 30, 4)	3	3	0	
(30, 0, 3, 25)	0	3	3	
(13, 30, 21, 13)	1	1	0	
(0, 27, 21)	5	3	-2	
(30, 14, 4)	26	26	0	
(22, 21)	255	298	43	
(20, 30, 2)	19	3	-16	
(0, 3, 4, 2)	0	1	1	
(11, 27, 21)	1	1	0	
(10, 7, 30, 0)	0	2	2	
(30, 3, 8, 30)	6	2	-4	
(12, 30, 21, 27)	3	4	1	
(5, 30, 21, 17)	9	14	5	
(18, 22, 30, 21)	0	1	1	
(24, 30, 7, 21)	0	4	4	
(30, 0, 30, 4)	359	797	438	
(30, 18, 9, 3)	0	1	1	
(13, 30, 14, 30)	2	2	0	
(3, 21, 30, 5)	73	102	29	
(25, 30, 0, 23)	1	0	-1	
(5, 30, 25, 28)	0	1	1	
(0, 17, 30, 11)	1	2	1	
(21, 26, 26, 30)	1	0	-1	
(12, 17, 5)	1	0	-1	
(23, 21, 30, 8)	2	0	-2	
(6, 3, 21, 17)	1	0	-1	
(24, 17, 30, 17)	1	0	-1	
(30, 11, 10, 3)	0	1	1	
(21, 21, 0)	1	7	6	
(23, 30, 7, 3)	1	1	0	
(30, 6, 30)	3279	4415	1136	
(12, 7, 30, 0)	1	1	0	
(15, 30, 14, 7)	0	1	1	
(21, 12, 30, 5)	14	11	-3	
(16, 25, 30)	0	1	1	
(19, 21, 12, 7)	0	1	1	
(0, 30, 3, 18)	3	6	3	
(21, 8, 30, 18)	1	0	-1	
(18, 1, 4)	59	4	-55	
(5, 25, 30, 5)	2	0	-2	
(7, 30, 25)	223	234	11	
(17, 4, 12)	1	0	-1	
(25, 30, 17, 13)	3	5	2	
(7, 30, 3, 16)	1	0	-1	
(12, 21, 0, 17)	2	0	-2	
(26, 5, 30, 11)	1	0	-1	
(9, 4, 21, 30)	1	3	2	
(30, 22, 25, 30)	2	5	3	
(0, 28, 4, 21)	0	1	1	
(21, 19, 30, 17)	2	6	4	
(4, 18, 10, 4)	1	0	-1	
(22, 21, 30, 18)	8	11	3	
(18, 30, 12, 10)	0	1	1	
(10, 30, 5, 12)	1	0	-1	
(0, 21, 6, 30)	1	1	0	
(8, 26, 30)	3	2	-1	
(21, 26, 8, 30)	0	1	1	
(3, 30, 26, 8)	0	1	1	
(30, 9, 22, 21)	0	1	1	
(18, 30, 19, 12)	1	1	0	
(30, 18, 18, 30)	81	92	11	
(13, 30, 25, 3)	4	1	-3	
(4, 1, 30, 1)	34	2	-32	
(18, 9, 30)	2	15	13	
(0, 11, 4, 30)	1	2	1	
(21, 30, 19, 30)	1082	1021	-61	
(17, 12, 22)	1	0	-1	
(3, 17, 17, 0)	1	1	0	
(9, 21, 30, 19)	1	0	-1	
(21, 7, 23)	0	1	1	
(2, 30, 12, 18)	13	6	-7	
(21, 7, 30, 2)	3	1	-2	
(0, 21, 0, 3)	1	0	-1	
(17, 14, 30, 0)	0	1	1	
(10, 21, 30, 6)	3	3	0	
(17, 25, 30, 25)	2	4	2	
(12, 17, 30)	375	311	-64	
(13, 30, 8, 8)	0	3	3	
(17, 1, 30, 7)	11	0	-11	
(3, 30, 7, 18)	1	1	0	
(18, 30, 21, 5)	5	3	-2	
(21, 21, 11)	0	3	3	
(30, 6, 5)	82	143	61	
(19, 4, 12, 21)	1	0	-1	
(30, 0, 5, 4)	1	0	-1	
(30, 22, 30, 6)	19	17	-2	
(28, 24, 21)	1	0	-1	
(30, 14, 30, 8)	1	1	0	
(15, 30, 22, 30)	10	8	-2	
(8, 1)	6	2	-4	
(5, 30, 6, 17)	1	1	0	
(4, 2, 30)	26	25	-1	
(0, 4, 24, 30)	4	7	3	
(19, 21, 30, 13)	1	1	0	
(21, 30, 25, 4)	2	1	-1	
(18, 30, 28, 21)	1	0	-1	
(23, 30, 12, 13)	1	0	-1	
(4, 18, 30, 27)	0	1	1	
(10, 30, 21, 17)	10	7	-3	
(12, 17, 30, 10)	0	1	1	
(30, 0, 12, 18)	0	1	1	
(0, 24, 30, 6)	0	1	1	
(3, 30, 12, 9)	0	1	1	
(10, 30, 25, 10)	1	0	-1	
(30, 4, 14, 18)	0	1	1	
(5, 4, 30, 2)	0	1	1	
(30, 9, 6, 6)	2	0	-2	
(5, 23, 30, 23)	0	2	2	
(25, 30, 10, 3)	2	0	-2	
(28, 30, 7, 3)	0	1	1	
(30, 1, 22, 1)	2	1	-1	
(30, 13, 8, 30)	1	0	-1	
(3, 30, 5, 17)	19	16	-3	
(2, 27, 30, 5)	1	0	-1	
(27, 9, 30, 3)	0	1	1	
(18, 15, 30, 21)	1	3	2	
(15, 30, 0, 30)	12	34	22	
(25, 25, 30, 10)	0	1	1	
(0, 27, 11)	0	1	1	
(18, 13, 30, 5)	1	3	2	
(19, 18, 30, 19)	1	1	0	
(3, 3, 30, 22)	0	1	1	
(25, 30, 3, 11)	3	1	-2	
(27, 21, 2)	1	0	-1	
(21, 30, 27, 7)	0	1	1	
(7, 0, 30, 14)	1	0	-1	
(11, 30, 3, 12)	1	2	1	
(30, 24, 30, 27)	6	7	1	
(30, 19, 17, 30)	89	90	1	
(4, 19, 30, 15)	2	0	-2	
(18, 30, 18, 11)	3	3	0	
(17, 0, 27, 14)	1	0	-1	
(30, 4, 12, 17)	12	4	-8	
(0, 3, 21, 12)	4	9	5	
(4, 11, 30, 5)	1	0	-1	
(30, 0, 0)	21	30	9	
(21, 30, 16, 23)	5	2	-3	
(1, 2, 30, 2)	3	2	-1	
(3, 26, 21)	6	4	-2	
(4, 24, 30, 4)	6	4	-2	
(12, 17, 23)	1	0	-1	
(21, 2, 30, 5)	1	1	0	
(25, 30, 4, 4)	6	3	-3	
(18, 30, 25, 3)	3	6	3	
(9, 30, 15)	6	2	-4	
(30, 6, 12)	4	6	2	
(10, 30, 18, 7)	2	3	1	
(28, 30, 25, 21)	1	1	0	
(30, 0, 9, 30)	12	24	12	
(20, 30, 22, 21)	0	1	1	
(17, 4, 30, 4)	16	11	-5	
(19, 17, 10)	1	0	-1	
(2, 19, 12)	1	2	1	
(30, 9, 1, 30)	3	0	-3	
(30, 27, 30, 1)	59	11	-48	
(0, 22, 17, 30)	0	6	6	
(10, 14, 30, 25)	0	1	1	
(3, 30, 8, 27)	0	1	1	
(6, 12, 30, 4)	0	1	1	
(10, 4, 30, 1)	4	1	-3	
(30, 14, 17, 0)	0	1	1	
(12, 17, 21, 30)	14	10	-4	
(2, 30, 6, 6)	0	1	1	
(3, 17, 30, 11)	5	7	2	
(22, 14)	0	1	1	
(30, 5, 12, 21)	1	1	0	
(25, 30, 6, 5)	4	6	2	
(27, 25, 30, 27)	0	1	1	
(18, 0, 30, 27)	6	5	-1	
(30, 19, 7, 30)	4	10	6	
(0, 10, 30, 0)	0	1	1	
(18, 30, 27, 0)	0	1	1	
(12, 11, 30, 2)	0	1	1	
(5, 10, 30, 2)	1	0	-1	
(17, 12, 4)	3	0	-3	
(12, 0, 30, 1)	6	1	-5	
(0, 22, 3, 30)	0	1	1	
(14, 18, 0, 21)	1	0	-1	
(21, 30, 5, 18)	6	3	-3	
(10, 21)	182	252	70	
(9, 17, 30)	18	22	4	
(9, 21, 30, 4)	4	6	2	
(2, 17, 30, 9)	1	0	-1	
(15, 30, 1, 21)	0	2	2	
(2, 2, 30, 0)	5	56	51	
(1, 21, 10)	2	0	-2	
(5, 30, 21, 14)	1	1	0	
(12, 0, 21, 21)	2	0	-2	
(2, 17, 11, 30)	1	0	-1	
(10, 30, 3, 30)	206	172	-34	
(18, 3, 30, 1)	1	0	-1	
(19, 28, 30, 19)	1	0	-1	
(4, 16, 14, 16)	1	0	-1	
(28, 21)	20	29	9	
(0, 3, 26)	1	0	-1	
(9, 30, 0)	21	50	29	
(30, 6, 30, 27)	14	31	17	
(17, 1, 5, 30)	1	0	-1	
(12, 21, 11, 30)	1	0	-1	
(4, 2, 30, 0)	0	4	4	
(21, 12, 0, 2)	1	0	-1	
(27, 8, 17)	0	1	1	
(11, 1, 30)	5	0	-5	
(12, 17, 22, 30)	0	1	1	
(16, 0)	0	3	3	
(10, 30, 17, 30)	257	325	68	
(30, 0, 8, 21)	3	0	-3	
(17, 10, 30, 6)	2	0	-2	
(1, 8, 4)	3	1	-2	
(14, 0, 30, 4)	3	3	0	
(21, 30, 22, 14)	0	1	1	
(30, 18, 11, 27)	2	3	1	
(6, 1, 30, 3)	2	0	-2	
(11, 30, 22, 21)	1	3	2	
(2, 7, 4)	1	3	2	
(30, 1, 30, 13)	11	3	-8	
(12, 21, 25, 30)	3	1	-2	
(30, 1, 18, 30)	8	0	-8	
(30, 18, 30, 12)	156	194	38	
(5, 25, 30)	51	46	-5	
(6, 30, 0, 4)	1	6	5	
(30, 10, 30, 6)	27	23	-4	
(17, 14, 21)	0	1	1	
(0, 15, 30, 7)	1	2	1	
(3, 27, 30, 3)	13	12	-1	
(15, 17, 30, 22)	1	1	0	
(0, 30, 3, 26)	1	3	2	
(21, 30, 19, 3)	1	0	-1	
(30, 5, 21)	307	248	-59	
(18, 30, 19, 18)	0	2	2	
(27, 19, 30, 19)	0	1	1	
(30, 14, 3, 22)	1	0	-1	
(0, 30, 17, 11)	3	0	-3	
(0, 4, 30, 12)	17	10	-7	
(3, 30, 2, 2)	13	11	-2	
(30, 0, 14, 12)	0	1	1	
(30, 22, 7)	9	1	-8	
(3, 30, 14, 23)	1	0	-1	
(12, 18, 30, 7)	7	4	-3	
(1, 18, 30, 21)	4	0	-4	
(21, 30, 8, 27)	0	1	1	
(30, 25, 8, 8)	2	0	-2	
(5, 17, 4)	3	0	-3	
(0, 3, 19)	0	1	1	
(30, 14, 13, 14)	0	1	1	
(9, 3, 30, 0)	0	2	2	
(1, 21, 30, 18)	18	7	-11	
(11, 30, 0, 11)	1	0	-1	
(12, 17, 21, 22)	1	0	-1	
(25, 21, 30, 28)	1	0	-1	
(3, 24, 30, 25)	0	1	1	
(30, 14, 18, 30)	15	15	0	
(18, 7, 17, 30)	13	18	5	
(30, 1, 2, 4)	1	0	-1	
(7, 28, 30, 18)	0	1	1	
(30, 11, 30, 20)	2	0	-2	
(1, 4, 4, 1)	1	0	-1	
(21, 30, 21, 6)	8	9	1	
(7, 4, 30, 4)	28	29	1	
(26, 10)	4	3	-1	
(8, 24, 17, 18)	0	1	1	
(11, 30, 9, 3)	0	2	2	
(12, 17, 18, 0)	3	0	-3	
(18, 10, 30, 4)	8	1	-7	
(3, 30, 0, 7)	1	3	2	
(0, 30, 19)	119	300	181	
(30, 12, 30, 19)	215	151	-64	
(17, 15, 15)	1	0	-1	
(25, 0, 2, 21)	0	1	1	
(11, 30, 5, 30)	36	26	-10	
(7, 3, 30, 3)	9	14	5	
(11, 3, 30, 0)	1	5	4	
(30, 1, 14, 30)	2	0	-2	
(1, 8, 3, 30)	1	0	-1	
(17, 1, 4, 21)	5	0	-5	
(21, 30, 10, 8)	1	1	0	
(21, 6, 30, 3)	0	4	4	
(11, 30, 18, 11)	1	2	1	
(0, 30, 4, 18)	1	7	6	
(28, 0, 4)	0	1	1	
(24, 10, 30, 23)	0	1	1	
(30, 14, 0, 30)	15	18	3	
(30, 25)	13241	13384	143	
(12, 17, 23, 21)	1	0	-1	
(5, 25, 17)	1	4	3	
(26, 30, 13, 21)	0	2	2	
(18, 30, 23, 25)	1	0	-1	
(30, 14, 12, 17)	1	0	-1	
(22, 30, 24, 30)	11	11	0	
(30, 18, 22, 21)	4	0	-4	
(2, 30, 9, 21)	2	0	-2	
(18, 13, 30, 24)	0	1	1	
(30, 5, 26)	0	1	1	
(30, 15, 30, 25)	44	44	0	
(5, 8)	1	0	-1	
(12, 18, 15, 30)	0	1	1	
(30, 24, 30, 0)	27	53	26	
(18, 20)	1	3	2	
(26, 30, 8, 8)	0	1	1	
(6, 30, 7, 17)	1	2	1	
(4, 12, 24, 30)	1	0	-1	
(3, 5, 30, 3)	7	3	-4	
(21, 30, 12, 9)	1	2	1	
(30, 5, 0, 30)	1	3	2	
(0, 30, 2, 21)	13	25	12	
(0, 4, 17, 4)	0	1	1	
(4, 18, 7)	2	6	4	
(9, 30, 18)	16	28	12	
